Id,Category
14755,attorcere+V
14756,asettico+A
14757,bugne+V
14758,intiepidire+V
14759,borbottare+A
14760,minoico+A
14761,tripoleere+V
14762,intrattenitore+N
14763,molare+V
14764,parto+N
14765,incubare+V
14766,risolare+V
14767,alternare+V
14768,danneggeere+V
14769,tovalere+V
14770,controllabile+A
14771,minimum-tax+N
14772,suddividere+V
14773,striminzito+A
14774,super-partitico+A
14775,ardire+V
14776,imbucare+V
14777,farcere+A
14778,riconsacrare+V
14779,levare+V
14780,infiocchettare+V
14781,impataccassessere+V
14782,chiamare+V
14783,idolo+N
14784,rorido+A
14785,imprigiorre+V
14786,armeggiare+V
14787,riflettrre+V
14788,annotare+V
14789,sbaciucchieere+V
14790,finlandese+N
14791,scarrozzare+V
14792,risuolare+V
14793,dializzeere+V
14794,infermeere+V
14795,spersonalizzare+V
14796,collocabile+A
14797,giordano+N
14798,abbattere+V
14799,ninnare+V
14800,rilassare+A
14801,disinfesteere+V
14802,appiedare+V
14803,ritalere+V
14804,guadeere+V
14805,embrionale+A
14806,autoconvincere+A
14807,imbratteere+V
14808,rivogliare+V
14809,uffirre+V
14810,massacrare+V
14811,sanguinaro+A
14812,ipocondriaco+A
14813,fiaccare+V
14814,soprassedrre+V
14815,folleggiare+V
14816,irradiazione+N
14817,impacciare+V
14818,campano+A
14819,mambo+N
14820,schematizzare+V
14821,moscio+A
14822,incentivare+V
14823,incontrassessere+V
14824,varesare+V
14825,schifeere+V
14826,spavaldo+A
14827,islamizzare+V
14828,notare+V
14829,rintuzzare+V
14830,anatomopatologo+N
14831,collocare+V
14832,decomprimerrre+V
14833,constate+V
14834,schianteere+V
14835,pascrre+V
14836,filo-castristo+A
14837,purismo+N
14838,rifiorire+V
14839,morsicare+V
14840,sciamannare+V
14841,barellare+V
14842,autoprodurre+V
14843,rintuzzassessere+V
14844,marciatrice+N
14845,autoassolvrre+V
14846,microfilmeere+V
14847,scappare+V
14848,decadere+V
14849,consistere+V
14850,denunciare+V
14851,trasvoere+V
14852,angariare+V
14853,riabilitare+V
14854,esterificare+V
14855,salinare+V
14856,controverso+A
14857,minorenno+N
14858,rinsaldare+V
14859,soggiorrre+V
14860,universalizzare+V
14861,istillare+V
14862,impanare+V
14863,circonvenire+V
14864,disossare+V
14865,volano+N
14866,inalberare+V
14867,riamare+V
14868,trameessere+V
14869,errare+V
14870,nomado+A
14871,appropriare+V
14872,abbisognare+V
14873,ricostruire+V
14874,scarnificare+V
14875,limitare+V
14876,zonisto+N
14877,autodenomineere+V
14878,inquadrare+V
14879,supertreno+N
14880,commuovrre+V
14881,terrestro+N
14882,aggraffare+V
14883,fiaba+N
14884,percolare+V
14885,ufficiare+V
14886,mollassessere+V
14887,defilare+V
14888,vomiteere+V
14889,contemplare+V
14890,bluffare+V
14891,frustreere+V
14892,carboidrato+N
14893,colare+V
14894,preconoscessessere+V
14895,sottostare+V
14896,flotteere+V
14897,soggettivare+V
14898,patinare+V
14899,fattuere+V
14900,viere+V
14901,superare+V
14902,supessere+V
14903,androne+N
14904,gargarizzare+V
14905,atmosfero+N
14906,traviseere+V
14907,trasvoleere+V
14908,riveere+V
14909,snazionalizzeere+V
14910,piastra+N
14911,rintoccare+V
14912,disdirrre+V
14913,ammainare+V
14914,acma+N
14915,barrare+V
14916,tratteere+V
14917,pisoleere+V
14918,infingeere+V
14919,foreere+V
14920,depenalizzare+V
14921,barbare+V
14922,posteere+V
14923,intercettare+V
14924,dimorare+A
14925,prediligere+V
14926,riaffacciare+V
14927,trionfare+V
14928,irridire+V
14929,svilissessere+V
14930,disagiare+V
14931,odioso+A
14932,rinserrare+V
14933,affissare+V
14934,impiastrare+V
14935,vestiboleere+V
14936,appuntare+V
14937,irreggimenteere+V
14938,disinfestare+A
14939,attivare+V
14940,inacerbire+V
14941,accantonare+V
14942,ricomparire+V
14943,ombreggeere+V
14944,irridere+V
14945,propendere+A
14946,pediatro+N
14947,indossatore+N
14948,sorprendeere+V
14949,competere+V
14950,frontiero+N
14951,falena+N
14952,slittare+V
14953,sbandiere+V
14954,infrarosso+A
14955,percolare+V
14956,allegassessere+V
14957,reiterare+V
14958,esonerare+V
14959,rappattumare+V
14960,teorizzeere+V
14961,braccare+A
14962,sfoderare+V
14963,ostracizzeere+V
14964,osteere+V
14965,miticizzare+V
14966,geremiaere+V
14967,acquisire+V
14968,abbattere+V
14969,ragliare+V
14970,chiavare+V
14971,sgombrare+V
14972,raggruzzolare+V
14973,imbronciare+V
14974,muoire+V
14975,incaponire+V
14976,inaugureere+V
14977,surrogare+V
14978,preoccupare+V
14979,circumnavigare+V
14980,arcaicizzeere+V
14981,falcare+V
14982,rovistare+V
14983,impaniare+V
14984,vrire+V
14985,rincresrre+V
14986,sfrenare+V
14987,affrescare+V
14988,tacitare+V
14989,depriveere+V
14990,giocherellare+V
14991,defaticare+V
14992,peschereccio+N
14993,reincarrre+V
14994,lambire+V
14995,fiordo+N
14996,lunatico+A
14997,snelliere+V
14998,nostalgico+A
14999,inquadrare+V
15000,raffrenare+V
15001,trasfigurare+A
15002,spoliticizzare+V
15003,controllare+V
15004,subordinare+V
15005,straboccare+V
15006,ballonzoere+V
15007,sbrodolare+V
15008,delineare+V
15009,familiarizzeere+V
15010,agguagliare+V
15011,riversare+V
15012,commensurare+V
15013,intercorrerrre+V
15014,inciampare+A
15015,fogliare+V
15016,risospingere+V
15017,gualciere+V
15018,rintracciare+V
15019,co-produrre+V
15020,abbigliare+V
15021,accirre+V
15022,posticipeere+V
15023,ripungrre+V
15024,partire+V
15025,infimare+V
15026,raddolciere+V
15027,pluvio+A
15028,dissalare+A
15029,sottovalutare+V
15030,conscio+A
15031,imperiare+V
15032,saracina+N
15033,autodeterminare+V
15034,carreggiare+V
15035,aumentare+V
15036,incrementare+V
15037,stanziare+V
15038,merito+A
15039,traboccassessere+V
15040,sbattezzare+A
15041,sfavillare+V
15042,prevedare+V
15043,socchiudrre+V
15044,ritorcrre+V
15045,estorcrre+V
15046,ridistribuire+V
15047,spartire+V
15048,insabbieere+V
15049,originare+V
15050,bussare+V
15051,sproloquieere+V
15052,vinificare+V
15053,ritentare+V
15054,specificare+V
15055,esilareere+V
15056,delegittimare+V
15057,accentare+V
15058,carbonizzare+A
15059,consigliare+V
15060,riacquisire+V
15061,deterre+V
15062,saturnizzare+V
15063,scalzare+V
15064,liberismo+N
15065,strombazzare+V
15066,viviseziorre+V
15067,autotasseere+V
15068,sgarrare+A
15069,mammut+N
15070,trionfassessere+V
15071,ridicare+V
15072,antisemita+A
15073,privilegiare+V
15074,snazionalizzare+V
15075,standardizze+V
15076,frivolezzo+N
15077,rivogliere+V
15078,attaccare+V
15079,cedolare+V
15080,accozzeere+V
15081,indulgeere+V
15082,druidico+A
15083,interagiere+V
15084,perseguiteere+V
15085,azzoppare+V
15086,divorziare+V
15087,infare+A
15088,frazionamento+N
15089,paganeggeere+V
15090,traslare+V
15091,sbirciare+V
15092,strisciare+V
15093,decorare+V
15094,tappezzeere+V
15095,internalizzare+V
15096,scotennare+V
15097,sfacciare+V
15098,parificare+V
15099,ingrazierrre+V
15100,celeere+V
15101,salariare+V
15102,assortimento+N
15103,livore+N
15104,scorpacciato+N
15105,girovagare+V
15106,scambiare+V
15107,deificare+V
15108,impiagare+V
15109,informatore+A
15110,russare+V
15111,stancare+V
15112,psicologo+N
15113,formalizzerrre+V
15114,cgil-funzione+N
15115,disattendeere+V
15116,stizzoso+A
15117,sparire+V
15118,fidare+A
15119,rinviare+V
15120,talenteere+V
15121,totalizzare+V
15122,esautorare+V
15123,smussassessere+V
15124,plastificare+V
15125,sconoscrre+V
15126,faunare+V
15127,contunderrre+V
15128,inguainare+V
15129,fasere+V
15130,tacitare+V
15131,sbucare+V
15132,contempereere+V
15133,rifinituro+N
15134,prevaricare+V
15135,disfeere+V
15136,escuteere+V
15137,pioviggirre+V
15138,globalizzare+V
15139,brancicare+V
15140,attizzare+V
15141,maturare+V
15142,vuotare+V
15143,vibssere+V
15144,cruscheggiare+V
15145,politico-economico+A
15146,autocompatare+V
15147,decentralizzeere+V
15148,spancie+V
15149,svestire+V
15150,schiaccio+N
15151,ammaestrare+V
15152,vidimerrre+V
15153,rimodernare+A
15154,deflagrare+V
15155,snellire+V
15156,malversare+V
15157,scamosrre+V
15158,cittadello+N
15159,aumentare+V
15160,riesplodare+V
15161,scapricciare+V
15162,avvilire+V
15163,classico-romantico+A
15164,discorreere+V
15165,universalizzare+V
15166,desolare+V
15167,sperequare+V
15168,investigare+V
15169,affrare+A
15170,politicizzare+V
15171,standardizzeere+V
15172,canzonettistico+A
15173,disinfestare+V
15174,auto-gestito+A
15175,supporre+V
15176,ordiere+V
15177,individuare+V
15178,instaureere+V
15179,esporre+V
15180,parcheggiare+V
15181,volgere+A
15182,adorare+A
15183,mugghiare+V
15184,ammattorre+V
15185,vomere+V
15186,follare+V
15187,caterpillare+V
15188,giustizialismo+N
15189,calmare+V
15190,raffigureere+V
15191,riavvicinare+V
15192,disseppellire+V
15193,belcare+A
15194,intenso+A
15195,parcheggiare+V
15196,tecnico-amministratire+A
15197,compurre+V
15198,instauere+V
15199,latro+N
15200,giustificare+V
15201,borrare+V
15202,accodare+V
15203,estendere+V
15204,pimentare+V
15205,cineoperatore+N
15206,ordiere+V
15207,elettrizzeere+V
15208,affogato+A
15209,ballare+V
15210,incivilire+V
15211,impanieere+V
15212,espandeere+V
15213,livelle+V
15214,distorrre+V
15215,listare+V
15216,piotare+A
15217,devierrre+V
15218,svezzeere+V
15219,sviluppare+V
15220,impastoiare+V
15221,depenalizzare+V
15222,normalizzare+V
15223,inutilizzare+V
15224,sciroppare+A
15225,arrochere+V
15226,corso+N
15227,rassererre+V
15228,incinereere+V
15229,poessere+V
15230,smarcassessere+V
15231,volgare+V
15232,strafottere+V
15233,snobbeere+V
15234,dissesteere+V
15235,favellare+V
15236,mascolinizzare+A
15237,pendolare+V
15238,arruffeere+V
15239,costrirre+V
15240,sfacchinare+V
15241,offensivo+A
15242,dardeggiare+V
15243,autocostruiere+V
15244,ossatura+N
15245,tramezzare+V
15246,sceverare+V
15247,pimenteere+V
15248,tediare+A
15249,accodare+V
15250,rinegoziare+A
15251,tremare+V
15252,comunistizzare+V
15253,riconsacrare+V
15254,pisciare+V
15255,dilare+V
15256,burocratizzare+V
15257,derivare+V
15258,invidieere+V
15259,reiterare+V
15260,deregolare+V
15261,increscrre+V
15262,pasrre+V
15263,fustigare+V
15264,ispezionare+V
15265,nettare+V
15266,raccozzeere+V
15267,disarciorre+V
15268,ospedalizzare+V
15269,sfoltere+A
15270,agonizzare+V
15271,trovare+V
15272,spauracchiare+V
15273,sfrecciare+A
15274,designe+V
15275,inaugurare+V
15276,dardeggiare+V
15277,burla+N
15278,fertilizzare+V
15279,strombettare+V
15280,contageere+V
15281,ambiare+V
15282,processeere+V
15283,smussare+V
15284,denudeere+V
15285,schidionare+V
15286,oziare+V
15287,ronzare+V
15288,scorrre+V
15289,sgomentare+V
15290,gasare+V
15291,ghermiere+V
15292,mitridatizzare+V
15293,vamp+N
15294,ripiombare+V
15295,ambiare+V
15296,escrescere+V
15297,investire+V
15298,difettare+V
15299,tripoleere+V
15300,controsterzare+V
15301,morire+V
15302,sicilianità+N
15303,sgozzare+V
15304,burlare+V
15305,scalzare+V
15306,ausculteere+V
15307,commensurare+V
15308,stordiere+V
15309,smascherare+V
15310,autosostenerrre+V
15311,riaccostare+V
15312,miniare+V
15313,esamirre+V
15314,gride+V
15315,comprovare+V
15316,patrio+N
15317,libretto+N
15318,goderrre+V
15319,imputare+V
15320,digitalizzabile+A
15321,languire+V
15322,raddensare+V
15323,adulare+V
15324,rimpallare+V
15325,sciacquare+A
15326,anglicizzare+V
15327,scartabellare+V
15328,agonizzare+V
15329,decurterrre+V
15330,svicoleere+V
15331,disfare+V
15332,misfatto+N
15333,oberare+V
15334,vestere+V
15335,spanrre+V
15336,beatificare+V
15337,addivenire+V
15338,staff+N
15339,offendere+V
15340,inattiveere+V
15341,sporcare+A
15342,diradare+V
15343,argomentare+V
15344,contentare+V
15345,irrespirabile+A
15346,perquisire+V
15347,anticipare+A
15348,alleggerire+V
15349,letto+N
15350,anglo-sovietico+A
15351,ritagliare+V
15352,delinqueere+V
15353,disapprovare+V
15354,svantaggiare+V
15355,extracomunitario+A
15356,scrittore+N
15357,snazionalizzare+V
15358,frammentare+V
15359,mescere+A
15360,svasare+V
15361,gessare+V
15362,confiscare+V
15363,elargire+V
15364,straripare+V
15365,disgelare+V
15366,estire+A
15367,burlare+V
15368,disalberare+V
15369,risataccia+N
15370,reiterare+V
15371,incarognire+V
15372,inviperire+V
15373,timer+N
15374,vantare+V
15375,curare+V
15376,riatteere+V
15377,ghignare+V
15378,sposterrre+V
15379,riadeguare+V
15380,muffiere+V
15381,sopravvalutare+V
15382,smarginare+A
15383,dequalificare+V
15384,arredamento+N
15385,condolrre+V
15386,rifugiare+V
15387,prefinanziare+V
15388,stordere+V
15389,ricomparire+V
15390,infileere+V
15391,disinfetteere+V
15392,decuplicare+A
15393,segretariato+N
15394,veicolare+V
15395,solitario+A
15396,pedale+A
15397,ripiovere+V
15398,coccolare+V
15399,incattivire+V
15400,infeltrere+A
15401,forviassessere+V
15402,svezzeere+V
15403,germoglieere+V
15404,vrre+V
15405,percolare+V
15406,pescare+V
15407,autospendrre+V
15408,lapidario+A
15409,nasconere+V
15410,schianteere+V
15411,impermeabilizzeere+V
15412,calendarizzare+V
15413,ciancicare+V
15414,instaurare+V
15415,rintoccare+V
15416,gettonare+V
15417,deflettare+V
15418,stimoleere+V
15419,vittimizzeere+V
15420,compenetrare+V
15421,arenare+V
15422,decorrere+A
15423,maggiorare+V
15424,provocare+V
15425,sommario+A
15426,aquilone+N
15427,incombeere+V
15428,sgonnellare+V
15429,medicare+V
15430,ritorrre+V
15431,diventare+V
15432,tergiversare+V
15433,azzeramento+N
15434,posdatare+A
15435,immedesimare+V
15436,otterre+V
15437,ninnare+V
15438,sfrangeere+V
15439,irizzeere+V
15440,abortire+V
15441,pizzicotterrre+V
15442,risciogliare+V
15443,imballare+A
15444,tripoleere+V
15445,incretinere+V
15446,esecutore+A
15447,panneggerrre+V
15448,strombettare+V
15449,olmo+N
15450,strappe+V
15451,indulgere+V
15452,marciare+V
15453,riassestare+V
15454,sondare+V
15455,ombreggiare+V
15456,munire+V
15457,gradualizzare+V
15458,timido+A
15459,immuno+A
15460,istradare+V
15461,standardizzazione+N
15462,rivoluziorre+V
15463,disfidare+V
15464,chiare+V
15465,falsificare+V
15466,inquieteere+V
15467,sottorappresentare+V
15468,ritentare+V
15469,inverosimiglianzo+N
15470,palleggiare+V
15471,rinserrare+V
15472,illanguidiere+V
15473,spazzolare+V
15474,incapricrre+V
15475,divezzare+V
15476,flere+V
15477,anti-nazista+A
15478,aggraffare+V
15479,soprannominare+V
15480,referenzierrre+V
15481,confronteere+V
15482,disinfiammare+V
15483,sobbarcare+V
15484,vallare+V
15485,districare+V
15486,espugnare+V
15487,ripetere+V
15488,estendeere+V
15489,riassestare+V
15490,sopraffacrre+V
15491,fuggiare+V
15492,rifiatare+V
15493,deducere+A
15494,databile+A
15495,rimisurare+V
15496,dirimere+V
15497,riuscire+V
15498,squinternare+V
15499,screme+V
15500,inter-comunitario+A
15501,iniziare+V
15502,sborsare+V
15503,forare+V
15504,spaccare+V
15505,inghiaiare+V
15506,straziassessere+V
15507,profferire+V
15508,sventagliare+V
15509,impostare+V
15510,pistacchio+N
15511,distinguere+V
15512,snebbiare+V
15513,silurare+V
15514,sgonnelleere+V
15515,pizzicottassessere+V
15516,invare+V
15517,imbarbariere+V
15518,ricomprare+V
15519,ragguagere+V
15520,innervosire+V
15521,sfuggire+V
15522,scuotrre+V
15523,incollerire+V
15524,bivaccare+A
15525,schiaffeggiare+V
15526,folleggiare+V
15527,poteere+V
15528,bustarello+N
15529,riquadrare+V
15530,meravigere+V
15531,tamponare+V
15532,slitteere+V
15533,ceca+N
15534,chiacchessere+V
15535,autoassolvere+V
15536,alleggerire+V
15537,vociare+V
15538,predeere+V
15539,beccheggiare+V
15540,cartoleere+V
15541,talentare+V
15542,microbiologo+N
15543,disinnesteere+V
15544,meteorologia+N
15545,autoemarginare+V
15546,bipartire+V
15547,agglutinare+V
15548,centrifugare+V
15549,vistare+V
15550,cana+N
15551,catapultare+V
15552,fruttificare+V
15553,mirre+V
15554,sbranare+V
15555,sfregiare+V
15556,congiurre+V
15557,ammorbare+V
15558,inghirlandeere+V
15559,vestibolare+V
15560,disidrate+V
15561,erosione+N
15562,tacitare+V
15563,nuovayorchese+A
15564,ghignare+V
15565,insegnare+V
15566,denegare+V
15567,amareggiassessere+V
15568,preporre+V
15569,semplificare+V
15570,ricuuocere+V
15571,freddare+V
15572,autoemargirre+V
15573,scampanassessere+V
15574,illustere+V
15575,cartesiano+A
15576,succoso+A
15577,spoetizzeere+V
15578,impoverimento+N
15579,sconnettere+V
15580,pedonalizzare+V
15581,ripugrre+V
15582,autotutelare+V
15583,pestare+V
15584,contempeere+V
15585,disapproveere+V
15586,divorziare+V
15587,geo-economico+A
15588,sfrangiare+V
15589,slitteere+V
15590,attrezzare+V
15591,denuncia+N
15592,rimpasteere+V
15593,frusciare+V
15594,autoemendeere+V
15595,digiunare+V
15596,areneere+V
15597,riassicurare+V
15598,supermodella+N
15599,investire+V
15600,spennare+V
15601,connetteere+V
15602,societario+A
15603,sfalseere+V
15604,passare+V
15605,rabbrividere+V
15606,spersonalizzare+V
15607,eternare+V
15608,ritorcere+V
15609,toiletta+N
15610,risedrre+V
15611,allogare+V
15612,periodizzare+V
15613,disinfiammeere+V
15614,uniformare+V
15615,girellare+V
15616,lapidare+V
15617,rilucare+V
15618,abitare+V
15619,chiarire+V
15620,riconfrontare+V
15621,appassire+V
15622,colloquiare+V
15623,ficcare+V
15624,inghirlandare+V
15625,seppellire+V
15626,risultare+V
15627,rimpallare+V
15628,assecondare+V
15629,riscaldare+V
15630,saleere+V
15631,schianteere+V
15632,elettrizzare+V
15633,sterilizzeere+V
15634,stanare+V
15635,litografare+V
15636,accarezzare+V
15637,precetteere+V
15638,conquidere+V
15639,autocorreggrre+V
15640,divorare+V
15641,sposerrre+V
15642,decoere+V
15643,rimarcare+V
15644,esorbitare+V
15645,rieducare+V
15646,esteriorizzare+V
15647,dedurre+V
15648,avvere+V
15649,concreto+A
15650,riaffare+V
15651,trionfare+V
15652,offrere+A
15653,latiteere+V
15654,parafrasare+V
15655,climatizzare+V
15656,aggettivare+V
15657,scoveere+V
15658,affumicare+V
15659,decontestualizzare+V
15660,ammantare+V
15661,mutare+V
15662,assegnare+V
15663,riverserrre+V
15664,ottimo+N
15665,castrato+N
15666,esaminare+A
15667,esteriorizzeere+V
15668,scenario+N
15669,deregolare+V
15670,fulminare+V
15671,irregoleere+V
15672,demordere+V
15673,guastare+V
15674,latrare+V
15675,lacrimoso+A
15676,ricusare+V
15677,diagnosticare+V
15678,guerrafondaio+A
15679,tratterre+V
15680,costellare+V
15681,giustificabile+A
15682,tortureere+V
15683,aggraffeere+V
15684,incerare+V
15685,regolamentare+V
15686,esalare+V
15687,furbata+N
15688,fraintendere+V
15689,freddeere+V
15690,biancheggiare+V
15691,latrerrre+V
15692,elidere+V
15693,propinare+V
15694,disalberassessere+V
15695,stagiorre+V
15696,rivaere+V
15697,rugliare+V
15698,bendisposto+A
15699,malvivente+N
15700,indisposizione+N
15701,brado+A
15702,riboccare+A
15703,straviziare+V
15704,affardellare+V
15705,rivoltolerrre+V
15706,bussola+N
15707,rivolere+A
15708,stornare+V
15709,infeltrire+V
15710,intromettrre+V
15711,convocabile+A
15712,gualcire+V
15713,impestare+V
15714,assalire+V
15715,demistificare+V
15716,succedeere+V
15717,rimeere+V
15718,massimo+A
15719,deflettere+V
15720,parlamentare+A
15721,pugilistico+A
15722,squarciare+V
15723,bacheca+N
15724,fustellare+V
15725,sconficcare+V
15726,quantitativo+A
15727,sazare+V
15728,fruttare+V
15729,inchiodeere+V
15730,rinvilere+A
15731,infradiere+V
15732,raffreddare+V
15733,nuotare+V
15734,fenditura+N
15735,programmare+V
15736,sbaglieere+V
15737,raffredere+V
15738,ciabattare+V
15739,riorientare+V
15740,svantaggiare+V
15741,ricompreere+V
15742,incutrre+V
15743,controbattere+V
15744,riemergrre+V
15745,dissipazione+N
15746,chiaveere+V
15747,barreere+V
15748,accartore+V
15749,ninnare+V
15750,infermare+V
15751,precetteere+V
15752,insospettiere+V
15753,filatrice+N
15754,intricare+V
15755,sabbiare+V
15756,impopolare+V
15757,complicare+V
15758,mummificare+A
15759,sopravvalutazione+N
15760,variare+V
15761,surclassare+A
15762,contristare+V
15763,incondizionato+A
15764,rialzo+N
15765,riacquistare+V
15766,osannare+V
15767,falere+V
15768,equilibrare+V
15769,aggrinzare+V
15770,aspergeere+V
15771,colare+V
15772,destreggiare+V
15773,diseducare+V
15774,accerteere+V
15775,arcaicizzare+V
15776,sbozzare+V
15777,assaporare+V
15778,sdoppiare+V
15779,delineare+V
15780,pentissessere+V
15781,cristallizzare+V
15782,ammosrre+V
15783,gorgogliare+V
15784,sbronzare+V
15785,fustellare+V
15786,contundeere+V
15787,infarcire+V
15788,acciuffare+V
15789,sfottere+V
15790,seguitare+V
15791,illuminare+A
15792,artico+A
15793,tonsureere+V
15794,internalizzare+V
15795,marsalare+V
15796,accondiscenere+V
15797,scaglionerrre+V
15798,giganteggiare+V
15799,solubilizzassessere+V
15800,ammaestrare+V
15801,rottamare+V
15802,stravolgere+V
15803,schiumare+V
15804,consistrre+V
15805,personalizzare+V
15806,partecipare+V
15807,cuocere+V
15808,rodare+V
15809,disincentivare+V
15810,imbiaccare+V
15811,rappattumeere+V
15812,desertificare+V
15813,angarieere+V
15814,costaricano+A
15815,condiscendere+V
15816,sganciare+V
15817,cronologio+N
15818,glissare+V
15819,broncopneumopatia+N
15820,raffigureere+V
15821,conquidere+V
15822,smaschessere+V
15823,bramare+V
15824,gualcire+V
15825,tramezzare+V
15826,giarre+V
15827,snobbare+V
15828,decurteere+V
15829,borere+V
15830,ricaricare+V
15831,nero+A
15832,citoforre+V
15833,riconfrontare+V
15834,ammarare+V
15835,sgonfieere+V
15836,autodenomirre+V
15837,ribadire+V
15838,dormicchiare+V
15839,menzionare+V
15840,rinazionalizzare+V
15841,stappeere+V
15842,rasserenamento+N
15843,irridire+V
15844,astrologare+V
15845,decanteere+V
15846,questionare+V
15847,rigenerare+V
15848,calettare+V
15849,frignare+V
15850,torpido+A
15851,spizzicare+V
15852,obbligazionisto+N
15853,firmeere+V
15854,disinfestare+V
15855,smurare+V
15856,deliberare+V
15857,inventato+A
15858,idoleggeere+V
15859,profondare+V
15860,infilzare+V
15861,argomentare+V
15862,porco+N
15863,stagiorre+V
15864,canterellare+V
15865,luccicare+V
15866,vole+V
15867,sgorgare+V
15868,antropomorfizzeere+V
15869,gemirre+V
15870,stireere+V
15871,conciare+V
15872,oppressivo+A
15873,exploit+N
15874,otterre+V
15875,bustarella+N
15876,accorpe+V
15877,cosmologico+A
15878,marginare+V
15879,trivellare+V
15880,erigeere+V
15881,scosere+V
15882,palleggiare+V
15883,caldeggiare+V
15884,madrilene+N
15885,mendicare+A
15886,disincroessere+V
15887,arco+N
15888,orecchiare+V
15889,agglutinare+V
15890,smanettare+V
15891,cecchino+N
15892,incassare+V
15893,approdare+V
15894,stravolgere+V
15895,espungeere+V
15896,imprestare+A
15897,fulminare+V
15898,cibare+V
15899,biancherio+N
15900,illogico+A
15901,cooperativo+A
15902,frusciare+V
15903,incuneeere+V
15904,estrinsecazione+N
15905,istilleere+V
15906,surrogare+V
15907,graffare+V
15908,argilloso+A
15909,sbaragliare+V
15910,provincializzare+V
15911,serperrre+V
15912,rubacchieere+V
15913,bigiare+A
15914,naufragare+V
15915,tonfiare+V
15916,tallonare+V
15917,origliare+V
15918,disdegnare+V
15919,disattivare+V
15920,spolverare+V
15921,lasrre+V
15922,desistere+A
15923,spruzzare+A
15924,paventare+V
15925,invalido+A
15926,soprannomine+V
15927,talentare+V
15928,zuppo+A
15929,intervenere+V
15930,statizze+V
15931,dietetico+A
15932,editeere+V
15933,propiziare+V
15934,boschetto+N
15935,impacciare+V
15936,messianico+A
15937,comunicare+V
15938,distrarre+V
15939,organizzazione+N
15940,tecnostruttura+N
15941,compatire+V
15942,corteggeere+V
15943,soleggiare+V
15944,rinciviliere+V
15945,ritorrre+V
15946,ritornare+V
15947,accartore+V
15948,fotografico+A
15949,impermeabilizzare+V
15950,velere+V
15951,biancheggeere+V
15952,piovigginare+V
15953,rosicare+V
15954,spendrre+V
15955,cozzare+V
15956,ascolto+N
15957,dirompare+V
15958,attruppare+V
15959,contristare+V
15960,promuovere+V
15961,luccicare+V
15962,interventista+A
15963,contentare+V
15964,start-up+N
15965,premiare+V
15966,carovito+N
15967,rinunciassessere+V
15968,frirre+V
15969,dorare+V
15970,bimbo+N
15971,rimonteere+V
15972,solubilizzare+V
15973,disintegrare+V
15974,corredare+V
15975,brogliaccio+N
15976,aspergeere+V
15977,preludiare+V
15978,illumineere+V
15979,scaturire+V
15980,millimetrato+A
15981,saetteere+V
15982,prelibare+V
15983,sottano+A
15984,francofone+N
15985,sanguinario+A
15986,disinnesteere+V
15987,berrre+V
15988,esacerbato+A
15989,raffrenare+V
15990,tavolaccio+N
15991,ciancicare+V
15992,precitare+V
15993,suorre+V
15994,ottureere+V
15995,vergognare+V
15996,sovrastruttura+N
15997,arrabbieere+V
15998,handicappeere+V
15999,legislatire+A
16000,assegnare+V
16001,lustrare+V
16002,sonare+V
16003,mentare+V
16004,solubilizzare+V
16005,sconsiderato+A
16006,risaliere+V
16007,frigido+A
16008,perseguitare+V
16009,deducrre+V
16010,indugiare+V
16011,usurpatore+A
16012,raffigussere+V
16013,decostruere+V
16014,parcheggiare+V
16015,cedolare+V
16016,smurare+V
16017,impetuoso+A
16018,avvicendare+V
16019,arrochere+A
16020,dileguare+V
16021,rimisussere+V
16022,cauterizzare+V
16023,gestire+V
16024,modernizzeere+V
16025,intrappolare+V
16026,percuotrre+V
16027,referenziare+V
16028,notificare+V
16029,straboccare+V
16030,punteggiare+V
16031,deregolamentare+V
16032,accademicare+V
16033,imbevrre+V
16034,fibromo+N
16035,idrogerre+V
16036,bertinottiano+A
16037,costeggiassessere+V
16038,maghrebo+N
16039,anonimo+A
16040,chiosassessere+V
16041,smanieere+V
16042,impanare+V
16043,parafraseere+V
16044,autodiagnosticare+V
16045,colludere+A
16046,esaminare+V
16047,disattrezzeere+V
16048,diaframmare+V
16049,tonsussere+V
16050,bagnato+A
16051,piagnisteo+N
16052,piumone+N
16053,mansueto+A
16054,climatizzassessere+V
16055,delinquere+V
16056,strumentalizzare+V
16057,pizzicotteere+V
16058,girovagare+V
16059,amare+V
16060,cristallizzare+V
16061,disimpegrre+V
16062,salinare+V
16063,semichiuso+A
16064,vandale+A
16065,affermare+V
16066,storico-politico+A
16067,scopiazzare+V
16068,giustificare+V
16069,infialare+V
16070,tarare+V
16071,pentiere+V
16072,zavorrare+V
16073,ripudiare+V
16074,prosperare+A
16075,lessicografo+N
16076,cubare+V
16077,trascolorare+V
16078,imperturbato+A
16079,sopravvivere+V
16080,cartonare+V
16081,difetteere+V
16082,sterilizzare+V
16083,propiziare+V
16084,ravvolgeere+V
16085,rivaccinare+V
16086,uscire+V
16087,partitura+N
16088,idoleggiare+V
16089,bipartiere+V
16090,servare+V
16091,provincializzare+V
16092,profferire+V
16093,annualizzare+V
16094,procedere+V
16095,costellare+V
16096,gocrre+V
16097,affittare+V
16098,ossessionare+V
16099,reincarnare+V
16100,satolleere+V
16101,contrappeseere+V
16102,idrateere+V
16103,peritare+V
16104,furoreggiare+V
